city	state	permalink	created_at	lat	long	color	power
Chicago	IL	oneyrl-naq-oenff	27/10/14 21:26	41.902891	-87.677931	green	50
Waikoloa	HI	fbyvzrar	28/10/14 01:11	19.916421	-155.882197	green	50
Grand Prairie	TX	pvgl-bs-tenaq-cenvevr	28/10/14 15:26	32.74827	-97.008224	green	50
New York	NY	iba	28/10/14 16:44	40.725475	-73.99259	green	50
Burbank	CA	fvzcyr-guvatf-erfgnhenag-8310-j	28/10/14 16:51	34.151894	-118.343268	green	50
Milwaukee	WI	gur-oebja-obggyr	28/10/14 19:38	43.051169	-87.913983	green	50
Imlay	MI	gur-zhyrsbbg-tnfgebcho	28/10/14 19:58	43.017619	-83.072519	green	50
Houston	TX	onunzn-ohpxf-envqre-vpr-3	28/10/14 21:48	29.950245	-95.584935	green	50
Milwaukee	WI	fcvgsverf-ba-fgngr	29/10/14 22:27	43.044493	-87.976265	green	50
Astoria	NY	gur-yrgybir-vaa	30/10/14 17:24	40.775639	-73.914695	green	50
Bluffton	SC	crccref-byq-gbja	30/10/14 20:40	32.237266	-80.865997	green	50
Dallas	TX	gur-nypbir	30/10/14 21:33	32.797921	-96.798046	green	50
Alhambra	CA	fhfuv-nxngben-nyunzoen	31/10/14 20:01	34.094631	-118.128334	green	50
Brooktondale	NY	tbyn-bfgrevn	31/10/14 20:15	42.388332	-76.412396	green	50
Flushing	NY	fghqvb-z-one-naq-ybhatr	31/10/14 21:31	40.762182	-73.831056	green	50
Hartsdale	NY	pbccre-xrggyr-pnsr	31/10/14 21:40	41.012214	-73.796	green	50
Portland	ME	vfn-cbegynaq-zr	31/10/14 23:25	43.658092	-70.264944	green	50
Bend	OR	pubj-oraq	03/11/14 20:30	44.062663	-121.328037	green	50
Brick	NJ	gvyvcnab	03/11/14 21:35	40.065775	-74.096389	green	50
Los Angeles	CA	cbpx-cbpx-cnq-gunv	04/11/14 00:24	34.061335	-118.238823	green	50
Waco	TX	pbnpu-f-fzbxrf	04/11/14 00:42	31.558124	-97.130265	green	50
Cambridge	MA	gur-gnoyr-ng-frnfbaf-gb-gnfgr	04/11/14 16:06	42.398835	-71.13162	green	50
New York 	NY	gjb-unaqf-pnsr	04/11/14 16:51	40.719676	-73.995959	green	50
 Georgetown	CT	trbetrgbja-fnybba	04/11/14 18:24	41.257484	-73.427466	blue	50
Madison	WI	znqvfba-fbheqbhtu	04/11/14 20:52	43.08006	-89.36948	blue	50
Key Biscayne	FL	ory-cbfgb-ng-gur-bprnan	05/11/14 00:04	25.695505	-80.158389	blue	50
Manhattan Beach	CA	fhfuv-nxngben-fha-bk	05/11/14 01:02	33.901033	-118.417521	blue	50
Nashville	TN	gjb-gra-wnpx	05/11/14 16:47	36.182563	-86.734846	blue	50
Nashville	TN	yhpxl-oryyl	05/11/14 17:04	36.13658	-86.802586	blue	50
Ridgewood	New Jersey	terra-byvir-oenapu-pbzcnal	05/11/14 18:13	40.979833	-74.11905	blue	50
Miami	Fl	pblb-gnpb	06/11/14 18:53	25.799718	-80.199151	blue	50
Bend	OR	wnpxfba-f-pbeare-oraq	07/11/14 00:35	44.052973	-121.318548	blue	50
Brooklyn	New York	fhrqr	07/11/14 16:36	40.644557	-73.92343	blue	50
Lyndonville	VT	ohexr-choyvp-ubhfr	07/11/14 20:43	44.525071	-71.998151	blue	50
Atlanta	GA	freivpr-one	11/11/14 01:11	33.7778	-84.388053	blue	50
Lakeland	FL	gur-cvax-cvnab-freranqr	11/11/14 19:21	28.005642	-82.028726	blue	50
Brooklyn	NY 	gur-zhapuvr-funpx	11/11/14 22:42	40.587139	-73.944891	blue	50
Kansas City	MO	zrzn-f-onxrel-jnyahg-fg	11/11/14 23:44	39.097741	-94.582213	blue	50
Springfield	OR	zbunjx-gnirea	12/11/14 00:05	44.058212	-123.000065	blue	50
Brooklyn	NY	ohggre-fpbgpu	12/11/14 20:32	40.669996	-73.958384	blue	50
New York	NY 	onen	12/11/14 20:40	40.723947	-73.989145	blue	50
Taos Ski Valley	NM	gur-ubgry-fnvag-oreaneq	12/11/14 21:40	36.595477	-105.450499	blue	50
New York	NY	onthrggr-one-znpqbhtny-fg	14/11/14 19:23	40.732274	-73.997513	blue	50
Anchorage	AK	erfbyhgvba-oerjvat	14/11/14 19:34	61.159926	-149.867055	blue	50
San Franciso	CA	graqre	14/11/14 20:17	37.786339	-122.459264	blue	50
New York	NY	ebhtr-alp-jvar-one	14/11/14 20:58	40.7203	-73.988531	blue	50
Cambridge	MA	ovfd-oretnzbg	14/11/14 22:56	42.373001	-71.095053	blue	50
New orleans	La	zntnfva-ivrganzrfr-pnsr	15/11/14 00:01	29.921143	-90.09926	blue	50
Goose Creek	SC	fnccuverf	17/11/14 17:25	33.002242	-80.038862	blue	50
Bogart	GA	ybpny-gnoyr	17/11/14 20:43	33.963078	-83.544765	blue	50
Rancho Cucamonga	CA	fvzcyl-fjrrgf	17/11/14 22:35	34.116191	-117.53031	blue	50
Brooklyn	New York	gur-znaunggna-vaa	18/11/14 19:15	40.724022	-73.950664	blue	50
Boston	MA	oebnqjnl-erfgnhenag-yyp	19/11/14 19:16	42.336926	-71.047897	blue	50
Chicago	IL	jnssyrf-evire-abegu-oebnqjnl	19/11/14 21:17	41.897972	-87.623614	blue	50
Tuckahoe	NY	ghpxrq-njnl-one-a-tevyy	19/11/14 21:30	40.951377	-73.828958	blue	50
Fords	NJ	sver-a-vpr-ubbxnu-one-ybhatr	19/11/14 22:08	40.547595	-74.323086	blue	50
Castle rock	CO	pbccre-perrx	20/11/14 00:06	39.374909	-104.858296	blue	50
Miami	FL 	gur-pnsr-ng-obbxf-naq-obbxf	20/11/14 16:43	25.787684	-80.188633	blue	50
Dorchester	MA	obfgba-uneobe-qvfgvyyrel	20/11/14 16:49	42.292238	-71.041067	blue	50
Pompano Beach	FL	abegupbhefr-erfgnhenagf-yyp	20/11/14 21:04	26.227082	-80.157249	blue	50
Orlando	FL	nzrevpna-tlzxunan	21/11/14 18:47	28.450701	-81.486265	blue	50
Green Bay	WI	uvagreynaq-tnfgebcho	21/11/14 19:55	44.518933	-88.019631	blue	50
New York	NY	yvy-senaxvrf-cvmmn	21/11/14 22:19	40.723606	-73.988529	blue	50
Newark	DE	ry-qvnoyb-oheevgbf	21/11/14 22:49	39.683433	-75.747959	blue	50
San Francisco	CA	ry-ahrib-sehgvynaqvn	22/11/14 01:15	37.752433	-122.413454	blue	50
Newport	RI	arjcbeg-lnpug-pyho	24/11/14 21:53	41.488742	-71.319059	blue	50
Phoenix 	AZ	nepnqvn-cerzvhz	24/11/14 22:09	33.480304	-111.960265	blue	50
Harrisburg	PA	mreb-qnl-oerjvat	24/11/14 22:22	40.271602	-76.891406	blue	50
San Diego	CA	cna-oba-yvggyr-vgnyl	24/11/14 22:27	32.720519	-117.169464	blue	50
Bloomsburg	PA	svyrg-18	24/11/14 22:48	41.00301	-76.456877	blue	50
eden	UT	abegu-sbex-gnoyr-yyp	24/11/14 23:01	41.329849	-111.825156	blue	50
Claremont 	CA	gvxxn-jencf-pheel-objyf	25/11/14 19:21	34.094168	-117.71963	blue	50
Richmond	VA	gur-gva-cna	25/11/14 21:24	37.605993	-77.570484	blue	50
 Nutley	NJ	pbjna-f-choyvp	25/11/14 23:48	40.812585	-74.156216	blue	50
Mattapan	MA	oerq-tbhezrg	26/11/14 15:41	42.267836	-71.097137	blue	50
Guerneville	CA	3-nynez-tevyy	26/11/14 21:41	38.502061	-122.997543	blue	50
Carson City	Nevada	ynxr-gnubr-oerjvat-pb	26/11/14 23:18	39.165382	-119.767395	blue	50
Bronx	New york	zrkvpbpvan	27/11/14 00:00	40.811954	-73.909733	blue	50
Brooklyn	NY	uv-uryyb	28/11/14 17:28	40.70598	-73.922412	blue	50
Wilmington	DE	2-sng-thlf-nzrevpna-tevyy	28/11/14 20:58	39.800664	-75.547894	blue	50
San Francisco	CA	fhafrg-erfreibve-oerjvat-pbzcnal	01/12/14 15:07	37.753965	-122.482444	blue	50
princeton	CA	gur-fvyirefgne-tevyy	01/12/14 15:52	37.501707	-122.468838	blue	50
Agoura Hills	Ca	pnsr-14	01/12/14 17:53	34.148091	-118.782722	blue	50
Carmel	IN	cvmmbybtl-jrfg-pynl	01/12/14 19:51	39.973081	-86.196891	blue	50
Decorah	Iowa	gbccyvat-tbyvngu-oerjvat-pbzcnal	01/12/14 21:33	43.296694	-91.739496	blue	50
Steamboat Springs	CO	onpx-qbbe-tevyy	01/12/14 21:44	40.487141	-106.834576	blue	50
Fuquay-Varina	NC	gur-zrrgvat-pbeare	01/12/14 22:06	35.583206	-78.79949	blue	50
Seattle	WA	freraqvcvgl-pnsr-frnggyr	01/12/14 23:34	47.639848	-122.399414	blue	50
Chicago	IL	wnz-erfgnhenag	02/12/14 00:17	41.928022	-87.704783	blue	50
Carlsbad	NM	puhepu-fg-tevyy	02/12/14 00:41	32.428431	-104.229862	blue	50
San Francisco	CA	oba-znepur	02/12/14 19:03	37.776779	-122.416881	blue	50
Brooklyn	NY	bhe-jvpxrq-ynql	02/12/14 19:40	40.70937	-73.933333	blue	50
Fishkill	NY	jbbql-f-snez-gb-gnoyr	02/12/14 22:04	41.529794	-73.905939	blue	50
Seattle	Washington	gng-f-qryvpngrffra	03/12/14 16:43	47.601566	-122.332445	blue	50
Brooklyn	NY	gjb-fnvagf	04/12/14 19:04	40.671747	-73.950112	blue	50
San Antonio	TX	nggntvey	04/12/14 20:30	29.453882	-98.479677	blue	50
PHILA	PA	yyblq-juvfxrl-one	04/12/14 21:41	39.971473	-75.12771	blue	50
Chicago	IL	obz-obyyn	04/12/14 22:27	41.908951	-87.674701	blue	50
Denver	Colorado	ebbfgre-naq-zbba	08/12/14 18:17	39.731526	-104.990672	blue	50
Denver	CO	hcfgnvef-pvephf	08/12/14 19:53	39.750976	-105.001734	blue	50
Garfield	NJ	obheoba-ood-2aq-ybpngvba	08/12/14 20:59	40.881613	-74.101149	blue	50
Napa	CA	naqvrf-pnsr	09/12/14 18:49	38.299257	-122.304793	blue	50
Reading	PA	fvk-bar-b-pnsr	09/12/14 22:01	40.364928	-75.932064	blue	50
Marina Del Rey	CA	bar-gjragl-guerr	10/12/14 21:52	33.980196	-118.46525	blue	50
Washington	DC	xurcen-f-enj-sbbq-whvpr-one	11/12/14 01:35	38.900365	-77.000273	blue	50
Laguna Beach	CA	znva-fgerrg-one-naq-pnonerg	11/12/14 17:54	33.531554	-117.774201	blue	50
Binghamton	NY	pvgern	11/12/14 19:56	42.093302	-75.923573	blue	50
Americus	GA	qvyyvatre-f-erfgnhenag	11/12/14 21:17	32.074598	-84.232554	blue	50
New York	NY	jnffnvy	11/12/14 21:47	40.721025	-73.988477	blue	50
Amesbury	MA	gur-abfurel	12/12/14 18:32	42.857797	-70.929536	blue	50
Portland	OR	qbp	12/12/14 21:56	45.563043	-122.635168	blue	50
Chicago	Illinois	ybfg-ynxr-gunax-lbh	12/12/14 22:18	41.932347	-87.707139	blue	50
Chicago	IL	xnssr-pnsr	12/12/14 23:05	41.91752	-87.71464	blue	50
Laplace	LA	ubbs-qnqql-f-ood-tevyyr	12/12/14 23:57	30.071145	-90.489973	blue	50
New York	NY	rzcryyba-gndhrevn-2	15/12/14 15:28	40.734253	-74.002984	blue	50
Harrisonburg	VA	cnyr-sver-oerjvat-pb	15/12/14 17:20	38.447161	-78.871242	blue	50
New York	NY	cnfgn-one-2-ol-fpbggb	15/12/14 20:22	40.759612	-73.987413	blue	50
Pittsburgh	PA	fcnx-oebguref	15/12/14 21:32	40.465073	-79.942513	blue	50
Winter Park	FL	gbnfgrq-jvagre-cnex	16/12/14 17:02	28.589563	-81.334901	blue	50
Nutley	NJ	svg-k-aw	16/12/14 19:39	40.815723	-74.161728	blue	50
Los Angeles	CA 	oebjafgbar-ovfgeb	16/12/14 23:00	34.047586	-118.323868	blue	50
Philadelphia	PA	oevpx-naq-zbegne	17/12/14 21:32	39.958233	-75.158236	blue	50
Nutley	NJ	zbagpynve-oybbzsvryq-sng-ybff	18/12/14 15:46	40.815662	-74.161816	blue	50
San Pedro	CA	ahqn-fna-crqeb	18/12/14 17:38	33.73857	-118.285939	blue	50
Los Angeles	CA	ahqn-orireyl-uvyyf	18/12/14 17:48	34.106577	-118.271818	blue	50
Milpitas	CA	rqtvrf	18/12/14 18:09	37.427307	-121.896327	blue	50
Los Angeles	CA	gur-snovbyhf-phpvan-pnsr	18/12/14 20:05	34.097769	-118.326011	blue	50
Dallas	TX	oenvaqrnq-oerjvat	18/12/14 22:00	32.783817	-96.785386	blue	50
Boston	MA	zbbafuvar-152	18/12/14 22:37	42.33579	-71.05461	blue	50
Palatine	IL	cnyngvar-uvyyf-tbys-pyho	19/12/14 00:06	42.124318	-88.055532	blue	50
new york	NY	cvrefvqr-pngrevat	19/12/14 15:53	40.763697	-73.997549	blue	50
Beverly Hills	CA	gur-cvmmn-fgngvba	19/12/14 16:28	34.111726	-118.391299	blue	50
New York	NY	aberrghu-erfgnhenag	19/12/14 16:41	40.727264	-73.985197	blue	50
Brooklyn	NY	ehpbyn	19/12/14 16:51	40.685568	-73.985897	blue	50
Lawrenceville	GA	bar-fgbc-sbbq-pbheg	19/12/14 20:58	33.95149	-83.993219	blue	50
BAY SHORE	NY 	unys-craal-cho	19/12/14 21:11	40.720334	-73.249515	blue	50
Los Angeles 	CA	gur-yvggyr-rnfl	20/12/14 00:36	34.047529	-118.250286	blue	50
Sherman Oaks	CA	gur-bar-hc	20/12/14 04:27	34.148148	-118.430425	blue	50
Fresno	California	cneqvav-f	22/12/14 21:59	36.807457	-119.832113	blue	50
Aurora 	MO	obbgyrttref-erfgnhenag-oerjrel	23/12/14 20:05	36.975289	-93.720918	blue	50
Lawrenceville	GA	tbnq-oneorphr-pbzcnal	26/12/14 15:05	33.973759	-83.995711	blue	50
Los Angeles 	California	pun-pun-ybhatr	26/12/14 22:47	34.099369	-118.259526	blue	50
Sylvan Lake	MI	terrafcnpr-pnsr	29/12/14 16:14	42.615443	-83.327537	blue	50
fairport	NY	gur-pho-ebbz	29/12/14 17:27	43.065577	-77.44018	blue	50
Napa	CA	wnk-qvare	29/12/14 19:21	38.299038	-122.286659	blue	50
Corona	CA	orggl-snlr-f-pnsr	29/12/14 19:54	33.891269	-117.564346	blue	50
Hoboken	NJ	phpunenznzn	29/12/14 20:15	40.740673	-74.034596	blue	50
Pasadena	CA	xvyyebl-f-fnaqjvpu-snpgbel-sbbguvyy	29/12/14 20:39	34.149549	-118.10724	blue	50
Anaheim	CA	cncn-cvyb-f-cvmmn	29/12/14 20:46	33.816864	-118.008787	blue	50
Washington	DC	onxref-naq-onevfgnf	30/12/14 17:52	38.896307	-77.021752	blue	50
Outing	MN	cvpxyrq-ybba-fnybba	30/12/14 18:07	46.82005	-93.944383	blue	50
Portland	OR	fzbxrubhfr-21-21fg-nir	30/12/14 19:43	45.517773	-122.651101	blue	50
Boston	MA	zlref-punat	30/12/14 22:14	42.343882	-71.066354	blue	50
Tomah	WI	oc-fzbxrubhfr	30/12/14 22:55	43.99886	-90.506848	blue	50
Oakland	CA	pnyniren	31/12/14 18:20	37.812863	-122.266101	blue	50
Napa	CA	mhmh	31/12/14 18:23	38.313837	-122.273109	blue	50
Parsippany	NJ	oyvff-pngreref	31/12/14 18:33	40.857019	-74.348846	blue	50
Victor 	NY	znp-f-cuvyyl-fgrnxf	31/12/14 18:53	42.973973	-77.376678	blue	50
Piscataway	NJ	lbtv-f-snzbhf-cvmmn	31/12/14 19:04	40.540215	-74.422517	blue	50
Mountain View	CA	knau-erfgnhenag	01/01/15 01:08	37.394928	-122.078649	blue	50
San Francisco	CA	oyhe	01/01/15 02:01	37.787203	-122.420138	blue	50
Chicago	ILLINOIS	fubrf-cho	04/01/15 01:52	41.918257	-87.656798	blue	50
Chicago	IL	ybhvr-f-ovfgeb-one	06/01/15 21:43	41.896917	-87.643547	blue	50
Playa Del Rey	CA 	nfnc-cubentr	06/01/15 23:15	33.959692	-118.447871	blue	50
Jackson Hole	WY	ry-gynkpnygrpn-wnpxfba-ubyr	06/01/15 23:50	43.474996	-110.766021	blue	50
Sea Cliff	NY	negnhk-yyp	07/01/15 21:11	40.850417	-73.635931	blue	50
Commack	NY	pnsr-zraqbmn	07/01/15 21:23	40.838645	-73.2949	blue	50
Boulder	CO	qvfu-tbhezrg	07/01/15 21:42	40.019724	-105.270153	blue	50
Des Moines	IA	znq-zrngonyy	07/01/15 22:13	41.583135	-93.608641	blue	50
Oakland	CA	unm-zng	08/01/15 00:40	37.796427	-122.271254	blue	50
East Cambridge	MA	yblny-avar	09/01/15 21:06	42.371864	-71.08762	blue	50
Valencia	CA	cvax-fnyg-tevyy	10/01/15 01:04	34.419856	-118.546287	blue	50
New York 	NY 	gur-hc-hc	12/01/15 17:49	40.729675	-74.000443	blue	50
Brooklyn	NY	gur-pnfgryyb-cyna	12/01/15 20:00	40.640233	-73.966666	blue	50
Brooklyn	NY	zvzv-f-uhzzhf	12/01/15 20:18	40.640332	-73.966759	blue	50
Brooklyn	NY	whar	13/01/15 00:22	40.68605	-73.993858	blue	50
Blaine	MN	oevpxf-xvgpura-cho	13/01/15 15:53	45.168671	-93.232663	blue	50
New York City	NY	frnzfgerff	14/01/15 16:41	40.77015	-73.954948	blue	50
New York	NY	ivgvf-yn-ivarevn	14/01/15 18:35	40.738434	-73.983762	blue	50
Cincinnati	OH	grn-a-objy	14/01/15 20:24	39.127719	-84.519893	blue	50
Miami Beach	FL	yn-sbaqn	14/01/15 21:05	25.78301	-80.131517	blue	50
RICHMOND	VA	jcn-onxrel	15/01/15 22:28	37.53115	-77.415957	blue	50
Denver	Colorado	zpn-pnsr	16/01/15 18:29	39.752301	-105.004237	blue	50
Harrisonburg	VA	fbpvny-oneorphr	17/01/15 02:46	38.448371	-78.868708	blue	50
Wilmington	DE	oba-nccrgvg	19/01/15 20:13	39.809239	-75.548794	blue	50
Brooklyn	NY	tenaq-nezl	21/01/15 18:42	40.688159	-73.986586	blue	50
Los Angeles	CA	fvzcyrguvatf-3eq-fgerrg	21/01/15 19:27	34.072456	-118.370504	blue	50
Detroit	MI	pnsr-78	21/01/15 21:13	42.353704	-83.061659	blue	50
Lafayette	IN	pbml-gnirea	21/01/15 23:11	40.417825	-86.859576	blue	50
milford	mi	ivyyntr-one-naq-xvgpura	22/01/15 19:34	42.592482	-83.600887	blue	50
Niles	IL	bnx-zvyy-onxrel-zvyjnhxrr	23/01/15 00:01	42.026545	-87.814955	blue	50
Greensburg	KS	erq-genpgbe	23/01/15 00:13	37.605377	-99.292825	blue	50
Anchorage	AK	jvyqrearff-rkcerff	23/01/15 00:17	61.224873	-149.888626	blue	50
Chicago	IL	bnx-zvyy-onxrel-abegu-nir	23/01/15 17:23	41.910596	-87.682684	blue	50
Santa Cruz	CA	cnevfu-choyvpx-ubhfr	26/01/15 18:51	36.961136	-122.043775	blue	50
Santa Cruz	CA	gur-znvqra-choyvpx-ubhfr	26/01/15 20:44	36.961136	-122.043775	blue	50
Tempe	AZ	ovgr-zr-fhof	26/01/15 21:55	33.407591	-111.947075	blue	50
Nashville	TN	tbbml-anfuivyyr	28/01/15 18:22	36.107504	-86.814796	blue	50
Forest Hills	NY	gur-bgure-cynpr	29/01/15 00:32	40.710421	-73.849112	blue	50
San Francisco	CA	ehfgl-f-fbhgurea	29/01/15 01:24	37.784297	-122.418578	blue	50
King City	CA	gur-pbex-cybhtu	29/01/15 19:47	36.213497	-121.12579	blue	50
New York	NY	fhccre-erfgnhenag	29/01/15 20:17	40.722927	-73.985198	blue	50
Yelm	WA	rzzn-f-ng-gnubzn-inyyrl	29/01/15 20:26	46.941492	-122.612424	blue	50
Houston	TX	ubhfgba-jngpu-pbzcnal	30/01/15 16:41	29.763316	-95.360668	blue	50
Washington	DC	one-pvivgn	30/01/15 22:04	38.923837	-77.05236	blue	50
Brooklyn	NY	znavyn-fbpvny-pyho	30/01/15 22:21	40.713745	-73.957853	blue	50
Brooklyn	NY	gur-fnzcyre	30/01/15 23:07	40.705545	-73.922317	blue	50
San Pedro	CA	svyvccbf-cvmmn	30/01/15 23:25	33.729199	-118.292699	blue	50
Kirkland	WA	pbhmva-f-pnsr	01/02/15 00:53	47.67944	-122.167083	blue	50
St. Petersburg	FL 	oevpx-zbegne-fg-crgrefohet	02/02/15 18:51	27.771349	-82.641053	blue	50
Edmond	Oklahoma	gur-cngevnepu	04/02/15 23:22	35.658614	-97.480274	blue	50
Los Angeles	CA	zry-f-svfu-znexrg	06/02/15 21:10	34.025419	-118.345931	blue	50
Tuscon	AZ	uvtujver-ybhatr	06/02/15 23:06	32.221793	-110.96816	blue	50
White Plains	NY	arffn-fnel-avooyrf	09/02/15 20:15	41.027119	-73.758407	blue	50
Rowland Heights	CA	j-unhf-frnsbbq-one	10/02/15 01:37	33.992193	-117.89077	blue	50
LEWISVILLE	T	fdhner-bar-fvqrjnyx-pnsr	11/02/15 15:36	33.046096	-96.994842	blue	50
Falmouth	MA	bfgrevn-yn-pvirggn	11/02/15 20:18	41.552925	-70.617915	blue	50
Portland	OR	kvpb	11/02/15 21:30	45.504938	-122.625243	blue	50
Manhattan	KS	324-fcrnxrnfl	11/02/15 23:05	39.178551	-96.561553	blue	50
Los Angeles	CA	funlna-rkcerff	12/02/15 19:08	34.037924	-118.253003	blue	50
Kennebunk	ME	byq-ivarf-jvar-one	12/02/15 22:18	43.360277	-70.483662	blue	50
Port Chester	NY	cvppbyb-cbeg-purfgre	13/02/15 18:08	41.005743	-73.658874	blue	50
Anchorage	AK	lnxvgbev-fhfuv-ubhfr	14/02/15 02:11	61.180779	-149.82798	blue	50
Washington	DC	zbpxvatoveq-uvyy	16/02/15 21:45	38.915246	-77.02162	blue	50
Los Angeles	CA	pbssrrcerarhe-yn-yyp	17/02/15 00:47	34.032575	-118.273643	blue	50
Portland	OR	onggre	17/02/15 19:30	45.548458	-122.617773	blue	50
Washington 	District 	fvyire-pehfg	17/02/15 20:47	38.910886	-77.035916	blue	50
New York	NY	znabhfuru-arj	17/02/15 21:43	40.72936	-74.001399	blue	50
Des Moines	WA	nyy-fgne-fcbegf-one	17/02/15 21:51	47.401665	-122.324984	blue	50
Nashville	TN	gur-sbbq-pbzcnal	18/02/15 01:33	36.110242	-86.851925	blue	50
Los Angeles	CA	zvavone-ubyyljbbq	18/02/15 19:30	34.10544	-118.323679	blue	50
Tustin	CA	prageb	18/02/15 21:33	33.741943	-117.823259	blue	50
Charleston	SC	frnanpunv	18/02/15 22:37	32.731191	-79.973207	blue	50
Pasco	WA	shrtb-zrkvpna-erfgnhenag	19/02/15 00:20	46.235472	-119.118363	blue	50
Pasco	WA	yn-pbpvan	19/02/15 00:29	46.235472	-119.118363	blue	50
Philadelphia	PA	fpengpu-ovfphvgf	19/02/15 18:07	39.950416	-75.162078	blue	50
Atlantic Beach	NC	pryroengvba-pbggntr	19/02/15 21:39	34.697977	-76.729873	blue	50
Harrison	NY	273-xvgpura	19/02/15 21:51	40.968665	-73.71295	blue	50
Portland	OR	gur-xabpx-onpx	19/02/15 23:40	45.559231	-122.641517	blue	50
NEW YORK	NY	nznyv-2	20/02/15 19:15	40.763273	-73.968646	blue	50
chicago	il	uneel-f-iryirg-ebbz	21/02/15 00:43	41.921772	-87.666277	blue	50
Oakland	ME	evirefvqr-snez-erfgnhenag-jvar-znexrg	23/02/15 20:25	44.562938	-69.696516	blue	50
Indianapolis	IN	ubgry-gnatb-juvfxrl	23/02/15 22:08	39.757467	-86.14494	blue	50
Iuka	MS	ubzrfgrnq-erfgnhenag	23/02/15 23:50	34.802196	-88.203865	blue	50
Chesterton	IN	uhagre-f-oerjvat	24/02/15 00:02	41.618132	-87.045134	blue	50
Harwich Port	MA	whvpr-one	24/02/15 18:11	41.669498	-70.059128	blue	50
Jackson	WY	cvpnf-zrkvpna-gndhrevn	24/02/15 21:18	43.471847	-110.787297	blue	50
Diamond Bar	CA	ehgg-f-unjnvvna-pnsr	24/02/15 22:48	33.975968	-117.844563	blue	50
Lawrenceburg	IN	evire-pvgl-tevyyr	25/02/15 18:41	39.092599	-84.847583	blue	50
Miami Beach	FL	cndhvgbf-zrkvpna	25/02/15 20:32	25.925043	-80.153021	blue	50
San Francisco	CA	cebiraqre	26/02/15 19:18	37.762443	-122.396888	blue	50
Royal Oak	MI	ebnx-oerjvat-pbzcnal	26/02/15 21:52	42.483481	-83.141745	blue	50
North Wildwood	NJ	fbhgu-qbpx-pnsr-znevan	26/02/15 22:13	39.005188	-74.802196	blue	50
Brooklyn	NY	i-fcbg	27/02/15 17:00	40.678109	-73.979602	blue	50
Brooklyn	NY	yrsg-unaq-cngu	27/02/15 20:33	40.705176	-73.920148	blue	50
Chattanooga	TN	gjb-gra-wnpx-punggnabbtn	27/02/15 21:43	35.04284	-85.308988	blue	50
West Harrison	New york	ivn-yntb	27/02/15 21:53	41.043358	-73.747144	blue	50
Norton Shores	MI	oryyn-znevn-f-evfgbenagr-rirag-pragre	27/02/15 23:17	43.132147	-86.258067	blue	50
Muskegon	MI	grqql-fcnturggvf	27/02/15 23:39	43.1907	-86.169427	blue	50
Lafayette	La	cbc-f-cboblf	02/03/15 18:16	30.22182	-92.018891	blue	50
Burbank	CA	tnzrf-guebarf	02/03/15 22:07	34.191617	-118.342016	blue	50
Los Alamos	NM	pbggbajbbq-ba-gur-terraf	02/03/15 22:19	35.901139	-106.305177	blue	50
Miami	FL	oenffrevr-nmhe	02/03/15 23:04	25.807505	-80.193333	blue	50
Santa Fe 	NM	pnsr-pnsr	02/03/15 23:19	35.682975	-105.945004	blue	50
Bellevue	KY	ivetvy-f-pnsr	03/03/15 17:39	39.108703	-84.480022	blue	50
Sammamish	WA	zbxfun	03/03/15 22:54	47.609011	-122.015348	blue	50
Chicago	IL	gur-trareny-erfgnhenag-zrepnagvyr	04/03/15 17:28	41.927542	-87.697815	blue	50
Suamico	Wisconsin	gur-zhfgneq-frrq-pnsr	04/03/15 22:15	44.591811	-88.087501	blue	50
Minneapolis	MN	pbeare-gnoyr	05/03/15 17:00	44.920263	-93.277563	blue	50
Lafayette	LA	heonab-f-gndhrevn-2	05/03/15 21:39	30.206334	-92.041682	blue	50
Dana Point	CA	qbural-sbbq-pb	06/03/15 17:28	33.463855	-117.686566	blue	50
seabrook	TX	yn-cbm-pnsr	06/03/15 18:41	29.583732	-95.033851	blue	50
Hoboken	New Jersey	mnsen-xvgpura	06/03/15 18:51	40.740707	-74.033579	blue	50
Ithaca	NY	fnvtba-xvgpura-103-xnl-fgerrg	06/03/15 20:06	42.4395	-76.507461	blue	50
Naples	FL	tenpr-furyyl-f-phcpnxrf-zrepngb	09/03/15 18:09	26.254001	-81.799971	blue	50
San Francisco	CA	gjb-fvfgref-one-naq-obbxf	09/03/15 23:43	37.776369	-122.425774	blue	50
Baltimore	MD	pneznf-pnsr	10/03/15 18:13	39.326577	-76.616647	blue	50
Santa Monica	CA	gunv-qvfurf	10/03/15 22:28	34.030661	-118.483653	blue	50
Eugene	OR	arj-znk-f-gnirea	11/03/15 18:04	44.045263	-123.084484	blue	50
Fredericksburg	TX	jbreare-jnerubhfr	11/03/15 22:44	30.270611	-98.870577	blue	50
Chicago	IL	urngvat-pbbyvat	12/03/15 16:57	41.946259	-87.656184	blue	50
San Francisco	CA	gevcyr-ibbqbb	16/03/15 18:05	37.761216	-122.388383	blue	50
Brooklyn	NY	jvyybj	17/03/15 17:58	40.681444	-73.955855	blue	50
Portland	OR	cnpvsvp-cvr-pbzcnal	17/03/15 20:34	45.511831	-122.658399	blue	50
Portland	OR	gurer-or-zbafgref	18/03/15 16:56	45.517074	-122.652454	blue	50
Warren	RI	oljngre	18/03/15 21:43	41.729566	-71.284777	blue	50
